"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"688","Female","No",21,"No","Low",5
"689","Female","No",25,"No","Low",4
"690","Male","No",23,"No","Low",5
"691","Female","No",30,"Yes","Low",6
"692","Female","No",30,"No","Low",4
"693","Male","Yes",42,"No","Average",4
"694","Female","Yes",81,"No","High",2
"695","Male","Yes",49,"Yes","Average",5
"696","Male","No",32,"No","Low",3
"697","Female","Yes",43,"Yes","Average",4
"698","Male","Yes",26,"No","High",4
"699","Female","No",67,"No","Low",2
"700","Male","Yes",88,"No","Low",1
"701","Female","No",40,"Yes","Low",4
"702","Female",NA,48,"Yes","Low",4
"703","Male","No",18,"No","Low",3
"704","Male","Yes",39,"Yes","Average",3
"705","Male","Yes",61,"Yes","High",5
"706","Female","Yes",51,"Yes","High",4
"707","Female","Yes",25,"No","Average",2
"708","Male","No",35,"Yes","Low",3
"709","Male","Yes",46,"No","High",2
"710","Female","Yes",53,"No","High",3
"711","Male","Yes",48,"Yes","Low",1
"712","Male","Yes",75,"Yes","Low",2
"713","Male","No",23,"No","Low",3
"714","Male","No",29,"No","Low",2
"715","Male","Yes",46,"No","Low",2
"716","Female","No",61,"Yes","Low",1
"717","Female","No",37,"No","Low",1
"718","Female","No",23,"No","Low",5
"719","Male","No",21,"No","Low",8
"720","Female","No",33,"No","Low",4
"721","Male","Yes",74,"No","Low",NA
"722","Male","No",41,"No","Low",2
"723","Female","Yes",58,"Yes","High",4
"724","Male","Yes",25,"Yes","Average",2
"725","Male","No",33,"No","Low",3
"726","Male","Yes",43,"No","Low",2
"727","Male","Yes",25,"No","Low",2
"728","Female","No",26,"No","Low",1
"729","Male","No",22,"No","Low",5
"730","Male","Yes",28,"No","Average",2
"731","Female","No",36,"Yes","Low",1
"732","Female","No",28,"No","Low",3
"733","Male","Yes",85,"Yes","High",4
"734","Male","No",30,"Yes","Low",NA
"735","Male","Yes",43,"Yes","High",2
"736","Male","Yes",82,"No","High",2
"737","Male",NA,48,"Yes","High",5
"738","Female","No",18,"No","Low",3
"739","Male","Yes",53,"Yes","Low",2
"740","Male","Yes",50,"Yes","Average",4
"741","Female","Yes",39,"No","Average",6
"742","Female","Yes",35,"No","Average",6
"743","Male","No",28,"Yes","Low",3
"744","Female","No",33,"Yes","Low",3
"745","Female","Yes",35,"Yes","Low",3
"746","Male","Yes",48,"Yes","Average",4
"747","Female","Yes",50,"Yes","High",3
"748","Male","Yes",47,"No","Average",4
"749","Female","No",50,"Yes","Low",1
"750","Male","Yes",56,"Yes","Low",4
"751","Female","No",26,"No","Low",1
"752","Male","No",21,"No","Low",4
"753","Male","Yes",61,"Yes","Average",4
"754","Female","Yes",88,"No","High",2
"755","Male","No",72,"No","Low",2
"756","Male","Yes",61,"Yes","Low",2
"757","Female","Yes",45,"No","Low",NA
"758","Female","Yes",51,"No","Average",5
"759","Male","No",42,"Yes","Low",2
"760","Male","Yes",59,"No","Average",3
"761","Female","No",45,"Yes","Low",1
"762","Female","Yes",68,"Yes","Average",3
"763","Female","Yes",85,"Yes","High",2
"764","Male","Yes",46,"Yes","Average",4
"765","Female","Yes",32,"Yes","Average",2
"766","Female","Yes",70,"Yes","Low",1
"767","Male","Yes",37,"Yes","Low",NA
"768","Female","No",30,"No","Low",4
"769","Female","No",33,"Yes","Low",2
"770","Male","Yes",61,"No","Low",3
"771","Female","No",37,"Yes","Low",1
"772","Male","Yes",32,"Yes","Low",2
"773","Male","Yes",52,"Yes","High",2
"774","Female","Yes",42,"No","Average",3
"775","Male","Yes",47,"Yes","Average",2
"776","Female","Yes",52,"Yes","Low",2
"777","Male","Yes",66,"Yes","Average",3
"778","Female","No",28,"No","Low",6
"779","Female","Yes",47,"Yes","Low",1
"780","Male","Yes",52,"Yes","Average",3
"781","Male","No",27,"No","Low",4
"782","Female","Yes",56,"Yes","Average",5
"783","Female","Yes",53,"No","Average",6
"784","Female","Yes",45,"Yes","Average",4
"785","Female","No",37,"No","Low",1
"786","Female","Yes",36,"No","Average",4
"787","Male","No",25,"Yes","Low",3
"788","Female","Yes",45,"Yes","Average",2
"789","Male","Yes",72,"Yes","Low",NA
"790","Male","No",35,"Yes","Low",3
"791","Female","Yes",72,"Yes","High",2
"792","Female","Yes",31,"No","Low",4
"793","Male","Yes",47,"No","Average",3
"794","Male","No",20,"No","Low",3
"795","Female","Yes",73,"Yes","Low",2
"796","Male","Yes",29,"No","High",2
"797","Male","Yes",25,"No","Average",2
"798","Male","Yes",52,"Yes","High",4
"799","Female","No",27,"Yes","Low",6
"800","Male","Yes",52,"Yes","Average",4
"801","Female","Yes",49,"Yes","Low",1
"802","Male","Yes",60,NA,"Average",4
"803","Male","No",45,"Yes","Low",1
"804","Male","Yes",59,"Yes","Low",1
"805","Female","No",18,"No","Low",5
"806","Male","No",18,"No","Low",3
"807","Male","Yes",55,"No","Low",1
"808","Female","No",59,"Yes","Low",1
"809","Male","No",22,"No","Low",2
"810","Male","Yes",52,"Yes","High",4
"811","Male","Yes",51,"Yes","Average",3
"812","Male","Yes",35,"No","High",5
"813","Female","No",26,"No","Low",3
"814","Male","Yes",38,"Yes","Average",2
"815","Male","Yes",43,"Yes","Low",4
"816","Male","No",41,"Yes","Low",2
"817","Female","No",27,"No","Low",NA
"818","Male","Yes",60,"Yes","Low",1
"819","Female","No",25,"No","Low",4
"820","Male","No",18,"No","Low",5
"821","Male","Yes",47,"Yes","Average",4
"822","Male","Yes",71,"No","Low",1
"823","Female","No",32,"Yes","Low",3
"824","Male","Yes",60,"Yes","Average",3
"825","Female","No",33,"Yes","Low",NA
"826","Female","No",37,"Yes","Low",1
"827","Male","Yes",48,"Yes","Low",1
"828","Female",NA,33,"No","High",5
"829","Female","Yes",68,"Yes","Average",2
"830","Male","Yes",51,"No","Low",3
"831","Male","Yes",52,"Yes","Low",4
"832","Male","Yes",31,"Yes","High",4
"833","Male","No",39,"No","Low",1
"834","Male",NA,60,"Yes","High",1
"835","Female","Yes",50,"Yes","High",3
"836","Female","No",19,"No","Low",4
"837","Male","No",18,"No","Low",6
"838","Male","Yes",37,"Yes","Low",2
"839","Female","Yes",50,"Yes","Average",3
"840","Female","No",20,"No","Low",NA
"841","Male","No",19,"No","Low",6
"842","Male","No",31,"Yes","Low",4
"843","Male","Yes",53,"Yes","Average",2
"844","Female","Yes",26,"Yes","Average",2
"845","Male","No",37,"Yes","Low",3
"846","Female","Yes",49,"No","Average",2
"847","Male","Yes",70,"No","Low",1
"848","Female","Yes",48,"No","High",2
"849","Male","No",21,"No","Low",4
"850","Male","No",19,"No","Low",4
"851","Male",NA,61,"No","High",NA
"852","Male","No",31,"No","Low",3
"853","Female","Yes",65,"Yes","High",3
"854","Male","Yes",73,"No","Low",1
"855","Female","Yes",50,"Yes","Average",3
"856","Male","Yes",70,"Yes","Low",1
"857","Male","Yes",58,"Yes","Low",1
"858","Female",NA,58,"No","High",6
"859","Male","No",18,"Yes","Low",2
"860","Male","No",32,"No","Low",4
"861","Female","No",40,"Yes","Low",1
"862","Female","No",49,"Yes","Low",5
"863","Male","No",35,"Yes","Low",1
"864","Female","Yes",40,"Yes","Low",2
"865","Male","No",30,"Yes","Low",4
"866","Female","No",35,"Yes","Low",1
"867","Male","Yes",28,"No","Low",5
"868","Male","No",30,NA,"Low",1
"869","Male","Yes",39,"Yes","Average",2
"870","Male","No",39,"Yes","Low",8
"871","Female","Yes",26,"Yes","High",7
"872","Male","Yes",36,"Yes","High",3
"873","Female","No",26,"Yes","Low",NA
"874","Male","No",21,"No","Low",3
"875","Female","No",45,"Yes","Low",1
"876","Male","Yes",45,"No","Average",4
"877","Female","Yes",63,"Yes","Average",3
"878","Female","No",45,"Yes","Low",1
"879","Female","Yes",27,"Yes","High",2
"880","Male","Yes",47,"No","Low",7
"881","Male","Yes",36,"Yes","Average",4
"882","Male","Yes",49,"Yes","Average",2
"883","Male","No",25,"No","Low",4
"884","Male","No",32,"No","Low",7
"885","Male","Yes",41,"No","High",3
"886","Female","Yes",50,"Yes","Average",4
"887","Female","Yes",63,"Yes","High",2
"888","Male","Yes",69,"No","Low",4
"889","Female","Yes",62,"Yes","Low",1
"890","Male","Yes",63,"Yes","High",3
"891","Female","Yes",36,"Yes","Low",2
"892","Female","Yes",31,"No","Low",2
"893","Female","No",45,"No","Low",2
"894","Female","Yes",45,"Yes","Average",4
"895","Male","No",26,"No","Low",3
"896","Male","Yes",49,"No","Average",4
"897","Female","No",38,"Yes","Low",3
"898","Female","Yes",74,"Yes","High",2
"899","Male","No",61,"Yes","Low",1
"900","Female","No",26,"Yes","Low",NA
"901","Female","Yes",70,"Yes","High",2
"902","Female","No",30,"No","Low",3
"903","Female","Yes",57,"Yes","Average",4
"904","Female","Yes",35,NA,"Average",4
"905","Male","No",20,"No","Low",3
"906","Male","No",19,"No","Low",4
"907","Male","No",52,"Yes","Low",3
"908","Male","No",31,"Yes","Low",6
"909","Male","No",22,"No","Low",3
"910","Male","Yes",27,"Yes","Low",NA
"911","Female",NA,39,"Yes","Low",3
"912","Female","No",28,"No","Low",NA
"913","Male","Yes",59,"No","Average",4
"914","Female","Yes",57,"Yes","Average",3
"915","Male","No",25,"Yes","Low",4
"916","Female","Yes",40,"No","Low",3
"917","Female","Yes",53,"Yes","Low",2
"918","Female","No",32,"Yes","Low",1
"919","Female","No",70,"Yes","Low",2
"920","Male","No",48,"Yes","Low",1
"921","Male","Yes",75,"Yes","High",2
"922","Male","Yes",62,"Yes","Low",1
"923","Male","Yes",41,"No","Average",6
"924","Male","Yes",55,"Yes","Average",3
"925","Female","No",35,"Yes","Low",NA
"926","Female","No",20,"No","Low",3
"927","Male","No",20,"No","Low",3
"928","Female","No",35,"No","Low",5
"929","Female","Yes",56,"Yes","Average",3
"930","Male","Yes",39,"No","High",7
"931","Male","Yes",42,"Yes","Low",3
"932","Male","Yes",35,"Yes","Average",2
"933","Female","No",35,"No","Low",1
"934","Male","No",33,"Yes","Low",2
"935","Male","No",42,"Yes","Low",2
"936","Male","No",35,"Yes","Low",2
"937","Female","No",27,"No","Low",3
"938","Male","No",33,"No","Low",2
"939","Female","No",32,"Yes","Low",1
"940","Female","No",35,"No","Low",2
"941","Male","No",22,"No","Low",9
"942","Male","Yes",40,"Yes","Average",4
"943","Male","Yes",51,"Yes","Average",2
"944","Male","Yes",88,"Yes","Low",NA
"945","Male","Yes",82,"Yes","High",2
"946","Male","Yes",43,"Yes","Average",3
"947","Female","No",29,"No","Low",4
"948","Female","No",38,"Yes","Low",1
"949","Male","Yes",37,"Yes","Average",3
"950","Male","No",32,"Yes","Low",6
"951","Male","No",26,"Yes","Low",4
"952","Male","Yes",39,"Yes","Average",4
"953","Female","No",43,"Yes","Low",1
"954","Male","Yes",51,"Yes","Average",2
"955","Male","Yes",52,"Yes","Average",2
"956","Male","No",51,"No","Low",1
"957","Male","No",20,"No","Low",4
"958","Male","No",33,"No","Low",5
"959","Female","No",36,"Yes","Low",1
"960","Female","Yes",39,"No","Average",6
"961","Male","Yes",48,"Yes","Low",2
"962","Female","Yes",78,"No","High",2
"963","Male","Yes",46,"Yes","Low",1
"964","Female","Yes",26,"No","Low",4
"965","Male","No",26,"No","Low",7
"966","Female","No",37,"Yes","Low",NA
"967","Female","Yes",75,"Yes","High",NA
"968","Male","No",19,"No","Low",5
"969","Male","No",22,"No","Low",4
"970","Male","Yes",27,"No","Low",3
"971","Male",NA,57,"Yes","High",3
"972","Female","No",32,"No","Low",5
"973","Male","Yes",37,"No","Average",4
"974","Female","No",33,"Yes","Low",3
"975","Female","Yes",57,"No","Low",1
"976","Male","No",35,"Yes","Low",3
"977","Female","No",26,"Yes","Low",3
"978","Male","No",31,"Yes","Low",2
"979","Female","No",53,"Yes","Low",NA
"980","Female","Yes",56,"Yes","High",2
"981","Male","Yes",65,"Yes","Low",1
"982","Male","No",23,"No","Low",3
"983","Male","Yes",68,"No","High",2
"984","Female","No",32,"No","Low",1
"985","Female","No",21,"No","Low",5
"986","Female","Yes",61,"Yes","Low",2
"987","Male","Yes",25,"Yes","Average",2
"988","Female","Yes",36,"Yes","Average",3
"989","Male","No",25,"No","Low",1
"990","Male","Yes",58,"Yes","Average",4
"991","Male","Yes",66,"Yes","Low",2
"992","Female","No",42,"Yes","Low",2
"993","Female","Yes",36,"Yes","Low",2
"994","Male","Yes",58,"No","Low",2
"995","Female","No",36,"No","Low",1
"996","Male","No",28,"No","Low",4
"997","Male","Yes",45,"No","Average",2
"998","Female","Yes",35,"No","Low",2
"999","Male","Yes",59,"Yes","Average",3
"1000","Male","Yes",49,"Yes","Low",1
"1001","Female","No",51,"Yes","Low",1
"1002","Male","No",40,"Yes","Low",2
"1003","Female",NA,49,"No","Average",2
"1004","Female","Yes",74,"Yes","Low",1
"1005","Male","No",27,"Yes","Low",2
"1006","Male","Yes",70,"Yes","High",2
"1007","Female","Yes",62,"Yes","Low",2
"1008","Male","No",37,"Yes","Low",1
"1009","Female","No",40,"No","Low",3
"1010","Male","No",47,"Yes","Low",1
"1011","Male","Yes",52,"Yes","Average",4
"1012","Female","Yes",57,"Yes","Average",2
"1013","Male","No",37,"Yes","Low",3
"1014","Male","Yes",60,"Yes","Low",1
"1015","Male","Yes",43,"Yes","High",3
"1016","Male","Yes",37,"Yes","Low",1
"1017","Male","Yes",59,"Yes","Average",3
"1018","Female","Yes",60,"Yes","Low",3
"1019","Male","Yes",69,"No","Low",3
"1020","Male","Yes",49,"Yes","High",4
"1021","Male","No",23,"No","Low",5
"1022","Female","Yes",43,"Yes","Average",3
"1023","Female","No",22,"No","Low",7
"1024","Male","No",29,"No","Low",4
"1025","Male","Yes",26,"Yes","Low",2
"1026","Female","Yes",36,"No","Average",4
"1027","Female","No",55,"Yes","Low",1
"1028","Female","Yes",59,"Yes","Low",1
"1029","Female","Yes",83,"Yes","High",2
"1030","Female","No",55,"Yes","Low",NA
"1031","Male","Yes",53,"Yes","Average",3
"1032","Male","Yes",62,"Yes","Average",3
"1033","Male","Yes",73,"No","High",3
"1034","Male","Yes",45,"No","High",4
"1035","Female",NA,28,"Yes","Low",8
"1036","Male","No",28,"Yes","Low",4
"1037","Male","No",25,"No","Low",2
"1038","Male","Yes",52,"Yes","Average",3
"1039","Male","Yes",61,"Yes","Average",3
"1040","Female","No",27,"Yes","Low",4
"1041","Male","Yes",31,"Yes","Average",2
"1042","Male","No",40,"Yes","Low",4
"1043","Male","No",27,"Yes","Low",3
"1044","Female","No",60,"Yes","Low",1
"1045","Male","Yes",40,"Yes","High",2
"1046","Male","Yes",32,"No","Low",2
"1047","Female","Yes",42,"Yes","Low",2
"1048","Male","Yes",32,"Yes","Average",2
"1049","Male","No",27,"Yes","Low",2
"1050","Male","No",29,"No","Low",5
"1051","Male","No",43,"Yes","Low",5
"1052","Male","Yes",48,"Yes","Average",2
"1053","Male","Yes",62,"No","Average",6
"1054","Female","No",42,"Yes","Low",2
"1055","Male","Yes",25,"Yes","Average",2
"1056","Male","No",31,"No","Low",NA
"1057","Male","Yes",61,"Yes","Low",4
"1058","Female","No",26,"No","Low",1
"1059","Female","No",27,"Yes","Low",4
"1060","Female","Yes",40,"Yes","Low",2
"1061","Female","No",23,"No","Low",4
"1062","Male","Yes",45,"Yes","High",4
"1063","Female","No",37,"Yes","Low",1
"1064","Male","Yes",28,"Yes","Low",2
"1065","Male","Yes",70,"No","Low",2
"1066","Male","Yes",37,"Yes","Average",2
"1067","Female","No",19,"No","Low",4
"1068","Male","Yes",48,"No","Average",4
"1069","Male",NA,56,"Yes","Average",5
"1070","Male","Yes",36,"No","Average",3
"1071","Male","Yes",63,"No","Average",5
"1072","Female","Yes",68,"Yes","Average",2
"1073","Female","No",27,"Yes","Low",4
"1074","Male","No",30,"Yes","Low",3
"1075","Female","No",33,"Yes","Low",3
"1076","Male","Yes",25,"No","Low",2
"1077","Female","No",37,"Yes","Low",2
"1078","Male","No",30,"Yes","Low",3
"1079","Female","Yes",66,"Yes","Average",2
"1080","Female","No",31,"No","Low",1
"1081","Female","No",31,"Yes","Low",3
"1082","Female","Yes",45,"Yes","High",5
"1083","Male","Yes",42,"No","Low",3
"1084","Female","Yes",46,"Yes","Average",2
"1085","Female","Yes",76,"Yes","High",2
"1086","Male","No",25,"Yes","Low",4
"1087","Female","Yes",41,"Yes","Average",3
"1088","Male","Yes",49,"Yes","Average",2
"1089","Male","No",32,"No","Low",5
"1090","Male","Yes",55,"No","Low",2
"1091","Male","Yes",66,"Yes","High",2
"1092","Female","Yes",68,"Yes","Low",1
"1093","Male","No",21,"No","Low",NA
"1094","Female","No",39,"Yes","Low",NA
"1095","Female","No",26,"Yes","Low",2
"1096","Male","No",22,"No","Low",NA
"1097","Male","No",20,"No","Low",4
"1098","Female","Yes",50,"Yes","Low",3
"1099","Female","Yes",84,"Yes","High",2
"1100","Male","No",43,"Yes","Low",5
"1101","Female","Yes",63,"Yes","Average",4
"1102","Male","No",37,"Yes","Low",1
"1103","Male","Yes",31,"No","Average",3
"1104","Male","No",26,"No","Low",3
"1105","Male","Yes",41,"Yes","Average",3
"1106","Female","Yes",62,"Yes","High",2
"1107","Male","Yes",45,"Yes","High",4
"1108","Female","Yes",28,"No","Low",3
"1109","Female","Yes",89,"Yes","High",2
"1110","Male","No",20,"No","Low",4
"1111","Female","No",40,"Yes","Low",2
"1112","Male","No",23,"No","Low",4
"1113","Male","No",41,"Yes","Low",1
"1114","Male","Yes",78,"No","High",2
"1115","Female","No",43,"Yes","Low",1
"1116","Female","Yes",57,"Yes","High",4
"1117","Male","Yes",55,"Yes","High",3
"1118","Female","No",27,"Yes","Low",1
"1119","Male","Yes",51,"Yes","High",4
"1120","Male","Yes",35,"Yes","High",4
"1121","Male","Yes",49,"Yes","Average",3
"1122","Female","No",33,"Yes","Low",2
"1123","Female","Yes",60,"Yes","Average",2
"1124","Male","Yes",52,"Yes","Low",3
"1125","Female","No",42,"Yes","Low",2
"1126","Female","No",28,"Yes","Low",3
"1127","Female","Yes",43,"Yes","High",3
"1128","Male","No",25,"Yes","Low",4
"1129","Female","Yes",51,"Yes","Low",2
"1130","Male","Yes",42,"Yes","Average",3
"1131","Male","No",20,"No","Low",5
"1132","Male",NA,80,"No","Low",1
"1133","Female","Yes",41,"Yes","High",4
"1134","Female","Yes",71,"Yes","Low",2
"1135","Female","Yes",42,"Yes","Average",2
"1136","Male","Yes",56,"Yes","Average",2
"1137","Female","Yes",41,"Yes","Average",2
"1138","Male","Yes",72,"Yes","Low",2
"1139","Female","No",30,"No","Low",4
"1140","Female","No",25,"Yes","Low",6
"1141","Male","No",33,"Yes","Low",4
"1142","Male","No",26,"Yes","Low",NA
"1143","Male","Yes",38,"No","High",3
"1144","Male","Yes",60,"Yes","Low",2
"1145","Female","Yes",79,"No","High",3
"1146","Female","No",38,"Yes","Low",4
"1147","Male","Yes",56,"Yes","Average",1
"1148","Male","Yes",73,"No","Low",1
"1149","Female","No",22,"No","Low",7
"1150","Male","Yes",42,"No","Low",3
"1151","Male","Yes",72,"No","High",2
"1152","Female","No",33,"Yes","Low",3
"1153","Male","Yes",53,"Yes","Average",4
"1154","Female","No",25,"No","Low",5
"1155","Male","Yes",46,"Yes","Average",3
"1156","Male","No",18,"No","Low",3
"1157","Female","No",60,"Yes","Low",1
"1158","Male","No",22,"No","Low",4
"1159","Male","No",22,"No","Low",5
"1160","Male","No",18,"No","Low",5
"1161","Male","Yes",39,"Yes","High",3
"1162","Male","No",19,"No","Low",5
"1163","Female","No",30,"No","Low",1
"1164","Male","No",23,"No","Low",5
"1165","Male","No",23,"No","Low",7
"1166","Female","No",48,"Yes","Low",1
"1167","Male","Yes",39,"Yes","Low",1
"1168","Female","No",56,"Yes","Low",1
"1169","Male","Yes",63,"No","Average",2
"1170","Female","Yes",71,"No","High",4
"1171","Female","Yes",70,"Yes","High",2
"1172","Male","Yes",84,"No","Low",1
"1173","Male","Yes",39,"Yes","High",6
"1174","Male","Yes",42,"Yes","Low",4
"1175","Male","Yes",46,"Yes","Low",2
